Department,Semester,Subject,Assessment Stage,Attendance,SPI,Study Hours,Backlogs,Mid1,Mid2,Expected Grade,Pass,Performance Category
Information Technology,1,Mathematics-1,Before Mid-1,91.1,7.91,20.6,1,,,BB,1,Very Good
Electrical Engineering,6,Testing & Maintenance of Electrical Equipment,Before Mid-1,100.0,7.81,22.6,0,,,BB,1,Very Good
Electronics & Communication,8,Optical Communication,After Mid-2,96.5,6.54,19.5,0,7.2,9.6,BB,1,Very Good
Electronics & Communication,2,Mathematics-2,After Mid-2,88.8,7.34,18.8,0,6.3,12.7,BC,1,Good
Electronics & Communication,4,Analog Communication,After Mid-1,73.0,4.97,16.4,2,4.2,,CD,1,Average
Mechanical Engineering,1,Basic Mechanical Engineering,Before Mid-1,94.8,9.6,34.2,0,,,AA,1,Excellent
Information Technology,4,Operating System Concepts,After Mid-1,81.8,6.85,13.3,0,6.0,,BC,1,Good
Electronics & Communication,3,Digital Electronics,Before Mid-1,80.5,5.98,20.5,1,,,BC,1,Good
Computer Engineering,1,Basic Electrical Engineering,After Mid-1,75.1,7.24,16.2,0,7.5,,BB,1,Very Good
Information Technology,5,Formal Languages & Automata Theory,After Mid-2,89.1,7.9,21.3,0,7.3,13.1,BB,1,Very Good
Electronics & Communication,3,Network Theory,After Mid-1,98.4,6.99,24.2,0,8.5,,AB,1,Excellent
Civil Engineering,8,Project-2,After Mid-2,85.9,7.38,28.4,1,6.4,13.4,BB,1,Very Good
Mechanical Engineering,8,Project-2,After Mid-2,79.9,7.27,15.6,0,6.2,10.5,BB,1,Very Good
Electronics & Communication,1,Basic Electrical Engineering,After Mid-2,69.4,5.65,22.5,1,6.5,12.0,BC,1,Good
Civil Engineering,2,Programming for Problem Solving,After Mid-1,100.0,9.45,27.0,0,10.0,,AA,1,Excellent
Mechanical Engineering,6,Production Technology,After Mid-1,88.5,7.14,21.7,0,7.1,,BB,1,Very Good
Computer Engineering,7,Information & Network Security,After Mid-1,86.6,6.48,22.8,3,4.8,,CD,1,Average
Electrical Engineering,8,Power Quality & Management,After Mid-1,96.1,6.76,19.2,0,5.9,,BB,1,Very Good
Information Technology,7,Project-1,After Mid-1,71.7,5.14,18.8,1,5.4,,CC,1,Average
Computer Engineering,8,Artificial Intelligence,After Mid-1,68.7,5.48,17.5,4,4.3,,FF,0,At Risk
Computer Engineering,4,Discrete Mathematics,Before Mid-1,66.2,5.59,21.0,2,,,DD,1,At Risk
Mechanical Engineering,2,Programming for Problem Solving,Before Mid-1,89.2,8.15,24.3,0,,,AB,1,Excellent
Information Technology,4,Database Management Systems,After Mid-1,84.1,6.02,14.3,3,3.8,,DD,1,At Risk
Electronics & Communication,2,Environmental Sciences,After Mid-2,73.5,6.72,14.9,0,6.7,14.6,BB,1,Very Good
Mechanical Engineering,1,Physics,After Mid-2,92.8,7.4,24.5,0,6.6,9.7,BB,1,Very Good
Mechanical Engineering,5,Dynamics of Machinery,After Mid-2,96.2,7.22,19.7,0,8.2,14.8,BB,1,Very Good
Mechanical Engineering,4,Fluid Mechanics & Hydraulic Machines,Before Mid-1,83.7,7.02,19.5,0,,,BC,1,Good
Mechanical Engineering,3,Manufacturing Processes-1,After Mid-1,87.9,7.26,21.1,0,6.3,,BB,1,Very Good
Information Technology,5,Formal Languages & Automata Theory,After Mid-2,83.3,7.38,28.4,0,6.5,12.9,BB,1,Very Good
Computer Engineering,1,Mathematics-1,Before Mid-1,78.3,6.87,19.4,0,,,BB,1,Very Good
Mechanical Engineering,5,Machine Design-1,After Mid-2,70.9,6.17,19.9,0,5.9,11.0,BC,1,Good
Civil Engineering,1,Engineering Graphics & Design,After Mid-1,89.9,7.54,16.9,0,6.1,,BB,1,Very Good
Electrical Engineering,1,Physics,Before Mid-1,80.1,5.73,20.1,1,,,CC,1,Average
Computer Engineering,4,Object Oriented Programming - C++,Before Mid-1,81.8,7.72,23.5,0,,,BB,1,Very Good
Mechanical Engineering,8,Industrial Engineering,Before Mid-1,75.3,4.87,13.4,3,,,CD,1,Average
Computer Engineering,6,Advanced Java Programming,Before Mid-1,87.8,6.09,19.0,0,,,BC,1,Good
Electrical Engineering,4,Electromagnetic Field Theory,Before Mid-1,81.3,6.01,19.2,2,,,CD,1,Average
Electronics & Communication,8,Radar & Navigational Aids,After Mid-2,84.4,6.32,19.9,3,5.8,11.9,CC,1,Average
Information Technology,1,Engineering Graphics & Design,After Mid-1,83.5,7.54,22.7,0,8.2,,AB,1,Excellent
Civil Engineering,7,Irrigation Engineering,Before Mid-1,66.1,5.8,23.0,0,,,BC,1,Good
Computer Engineering,3,Data Structures,After Mid-2,68.7,5.95,20.8,1,6.1,10.6,CC,1,Average
Computer Engineering,5,Professional Ethics & Human Values,Before Mid-1,87.6,7.29,23.7,0,,,AB,1,Excellent
Information Technology,3,Digital Electronics,After Mid-2,80.3,7.61,21.1,1,6.9,13.4,BB,1,Very Good
Computer Engineering,3,Effective Technical Communication,Before Mid-1,92.3,8.93,25.9,0,,,AA,1,Excellent
Civil Engineering,3,Fluid Mechanics,After Mid-1,97.8,8.63,29.0,0,7.9,,AB,1,Excellent
Computer Engineering,1,Engineering Graphics & Design,After Mid-2,82.6,7.42,24.2,0,7.2,14.6,BB,1,Very Good
Electrical Engineering,4,Electrical Machines-1,After Mid-2,74.7,4.17,15.8,2,2.6,5.0,FF,0,At Risk
Mechanical Engineering,4,Mechanical Measurement & Metrology,Before Mid-1,89.8,6.67,26.8,0,,,BC,1,Good
Information Technology,3,Digital Electronics,Before Mid-1,83.8,8.2,28.5,0,,,AB,1,Excellent
Mechanical Engineering,2,Environmental Sciences,After Mid-1,94.6,7.9,18.4,0,9.7,,AA,1,Excellent
Mechanical Engineering,1,Engineering Graphics & Design,Before Mid-1,88.3,8.83,21.9,0,,,AB,1,Excellent
Information Technology,3,IT Infrastructure & Management,After Mid-1,85.6,7.72,14.0,0,6.9,,BB,1,Very Good
Information Technology,4,Computer Networks,Before Mid-1,87.2,4.95,20.6,2,,,CC,1,Average
Mechanical Engineering,1,Engineering Graphics & Design,After Mid-1,82.5,6.58,18.0,0,7.0,,BB,1,Very Good
Civil Engineering,2,Programming for Problem Solving,After Mid-2,89.3,5.71,20.1,3,5.1,7.7,CD,1,Average
Electronics & Communication,5,Digital Communication,After Mid-1,81.7,5.68,20.5,0,5.0,,BC,1,Good
Civil Engineering,5,Structural Analysis-2,After Mid-2,85.2,10.0,30.8,0,10.0,17.6,AA,1,Excellent
Information Technology,1,Mathematics-1,After Mid-2,77.1,7.36,24.9,0,6.4,12.0,BB,1,Very Good
Civil Engineering,1,Basic Civil Engineering,After Mid-2,93.3,8.15,27.4,0,7.9,16.2,AB,1,Excellent
Electrical Engineering,4,Electromagnetic Field Theory,After Mid-1,90.2,8.23,20.2,0,8.7,,AB,1,Excellent
Mechanical Engineering,2,Environmental Sciences,After Mid-1,91.7,7.19,22.2,0,7.4,,AB,1,Excellent
Mechanical Engineering,4,Mechanical Measurement & Metrology,Before Mid-1,91.3,6.94,22.2,0,,,BB,1,Very Good
Mechanical Engineering,2,Mathematics-2,After Mid-2,80.3,5.22,23.6,3,4.4,6.7,DD,1,At Risk
Information Technology,1,Basic Electrical Engineering,After Mid-1,91.1,9.12,27.8,0,8.1,,AA,1,Excellent
Civil Engineering,7,Design of Reinforced Concrete Structures,After Mid-1,62.2,4.27,12.9,0,2.4,,FF,0,At Risk
Civil Engineering,6,Environmental Engineering,After Mid-2,80.0,6.92,32.3,0,7.4,15.5,AB,1,Excellent
Computer Engineering,3,Effective Technical Communication,After Mid-2,81.5,7.14,18.8,0,7.9,15.4,AB,1,Excellent
Electronics & Communication,7,Embedded Systems,After Mid-1,90.1,6.12,19.9,1,6.6,,BC,1,Good
Civil Engineering,1,Basic Civil Engineering,After Mid-2,74.7,5.19,19.4,1,4.8,9.3,CC,1,Average
Computer Engineering,7,Compiler Design,After Mid-2,82.7,7.31,15.6,0,6.8,10.6,BC,1,Good
Electrical Engineering,2,Programming for Problem Solving,After Mid-1,93.2,9.22,31.9,0,8.4,,AA,1,Excellent
Computer Engineering,5,Analysis & Design of Algorithms,After Mid-2,99.8,8.86,25.6,0,9.0,17.7,AA,1,Excellent
Electronics & Communication,2,Engineering Graphics & Design,After Mid-2,78.7,5.53,20.4,1,4.9,9.3,CC,1,Average
Electronics & Communication,3,Signals & Systems,Before Mid-1,90.5,7.9,25.1,0,,,BB,1,Very Good
Electrical Engineering,2,Mathematics-2,After Mid-2,79.0,7.28,14.3,0,6.5,9.9,BC,1,Good
Information Technology,7,Data Mining & Business Intelligence,After Mid-2,86.5,7.29,22.3,0,7.2,13.8,BB,1,Very Good
Mechanical Engineering,2,Programming for Problem Solving,After Mid-2,98.6,9.39,22.4,0,9.9,17.4,AA,1,Excellent
Information Technology,2,English,Before Mid-1,80.5,5.57,23.9,2,,,CC,1,Average
Electrical Engineering,7,Electric Drives,After Mid-1,94.9,8.95,23.2,0,8.8,,AB,1,Excellent
Computer Engineering,4,Principles of Economics & Management,Before Mid-1,83.8,8.1,22.9,0,,,AB,1,Excellent
Computer Engineering,1,Basic Electrical Engineering,Before Mid-1,87.1,8.94,25.1,0,,,AA,1,Excellent
Computer Engineering,6,Theory of Computation,After Mid-1,69.5,5.06,20.6,1,4.6,,CD,1,Average
Civil Engineering,7,Highway & Traffic Engineering,After Mid-2,72.1,4.8,18.2,1,4.1,6.3,CD,1,Average
Computer Engineering,8,Internet of Things,After Mid-1,67.0,5.42,18.5,1,5.9,,CC,1,Average
Computer Engineering,1,Mathematics-1,After Mid-1,89.7,6.64,13.6,0,7.1,,BB,1,Very Good
Mechanical Engineering,2,Mathematics-2,Before Mid-1,84.3,6.95,17.9,0,,,BC,1,Good
Electrical Engineering,7,Electric Drives,After Mid-2,85.4,6.07,16.8,1,3.5,4.0,CD,1,Average
Civil Engineering,4,Concrete Technology,After Mid-2,76.9,5.69,14.6,0,6.1,11.8,BC,1,Good
Electrical Engineering,2,Engineering Graphics & Design,Before Mid-1,82.7,6.62,20.6,0,,,BB,1,Very Good
Electrical Engineering,3,Electrical Circuit Analysis,Before Mid-1,94.4,8.72,28.4,0,,,AA,1,Excellent
Civil Engineering,2,Workshop Practices,After Mid-2,83.1,6.12,13.1,0,7.0,13.1,BB,1,Very Good
Computer Engineering,2,English,Before Mid-1,86.3,8.34,26.0,0,,,AA,1,Excellent
Information Technology,4,Operating System Concepts,After Mid-2,84.8,9.32,26.0,0,8.2,16.0,AB,1,Excellent
Civil Engineering,4,Concrete Technology,Before Mid-1,75.5,7.61,22.4,0,,,BB,1,Very Good
Electronics & Communication,1,Basic Electronics,After Mid-1,75.6,6.22,25.0,1,5.3,,BC,1,Good
Information Technology,6,Cyber Security & Laws,Before Mid-1,82.5,6.93,22.9,0,,,BB,1,Very Good
Electrical Engineering,3,Electrical Circuit Analysis,After Mid-2,69.6,6.61,24.7,0,5.5,11.6,BC,1,Good
Mechanical Engineering,1,Basic Mechanical Engineering,After Mid-1,76.7,5.87,16.4,0,5.6,,BC,1,Good
Computer Engineering,2,Programming for Problem Solving,After Mid-1,80.1,5.01,20.1,0,4.3,,BC,1,Good
Computer Engineering,6,Theory of Computation,After Mid-1,80.2,7.48,22.4,0,6.4,,BB,1,Very Good
Civil Engineering,3,Mechanics of Solids,After Mid-2,98.4,4.64,13.8,2,4.8,7.4,DD,1,At Risk
Information Technology,6,Web Technology,After Mid-1,91.6,6.22,17.6,2,6.9,,BC,1,Good
Electrical Engineering,1,Physics,After Mid-1,69.5,4.83,16.0,2,3.5,,FF,0,At Risk
Computer Engineering,4,Object Oriented Programming - C++,After Mid-2,78.4,8.14,22.8,0,8.6,17.2,AB,1,Excellent
Information Technology,5,Formal Languages & Automata Theory,After Mid-2,77.2,7.64,19.6,1,7.5,11.3,BB,1,Very Good
Civil Engineering,4,Concrete Technology,After Mid-1,73.6,6.66,16.9,0,4.8,,BC,1,Good
Electrical Engineering,5,Microprocessor & Microcontroller,After Mid-2,83.6,6.6,21.5,0,6.3,12.5,BB,1,Very Good
Computer Engineering,5,Analysis & Design of Algorithms,After Mid-1,90.4,7.54,24.5,1,4.7,,BC,1,Good
Electronics & Communication,3,Digital Electronics,Before Mid-1,86.6,6.85,17.0,0,,,BB,1,Very Good
Electronics & Communication,1,Physics,After Mid-2,94.3,9.09,32.5,1,8.4,16.2,AB,1,Excellent
Computer Engineering,1,Environmental Sciences,After Mid-1,94.2,9.24,24.2,0,7.5,,AA,1,Excellent
Civil Engineering,3,Building Construction & Materials,After Mid-1,87.1,7.99,25.7,0,8.2,,AA,1,Excellent
Computer Engineering,3,Effective Technical Communication,After Mid-2,76.4,5.12,16.8,0,3.6,6.4,CC,1,Average
Information Technology,5,Software Engineering,Before Mid-1,76.7,8.44,24.9,0,,,AB,1,Excellent
Computer Engineering,8,Project-2,Before Mid-1,88.2,7.23,21.7,0,,,BB,1,Very Good
Information Technology,8,Big Data Analytics,After Mid-1,91.0,5.9,17.9,2,6.7,,CC,1,Average
Civil Engineering,3,Building Construction & Materials,After Mid-2,76.5,6.2,16.0,3,6.3,10.9,CC,1,Average
Civil Engineering,5,Structural Analysis-2,After Mid-2,86.2,8.73,21.6,0,7.4,15.1,AB,1,Excellent
Electrical Engineering,8,E-Vehicle Technology,After Mid-2,88.8,6.4,17.1,1,4.6,10.1,CC,1,Average
Computer Engineering,5,Cyber Security,Before Mid-1,70.9,4.32,18.0,4,,,FF,0,At Risk
Computer Engineering,1,Mathematics-1,Before Mid-1,91.3,7.67,25.0,0,,,AB,1,Excellent
Mechanical Engineering,1,Mathematics-1,Before Mid-1,65.6,5.64,22.1,0,,,CC,1,Average
Computer Engineering,2,English,After Mid-1,89.3,6.52,23.8,1,6.7,,BB,1,Very Good
Information Technology,3,Digital Electronics,Before Mid-1,63.3,5.21,10.9,0,,,CC,1,Average
Mechanical Engineering,6,Design of Machine Elements,Before Mid-1,87.7,7.03,21.7,0,,,BB,1,Very Good
Computer Engineering,4,Operating System,Before Mid-1,82.6,7.02,21.6,0,,,BB,1,Very Good
Mechanical Engineering,4,Applied Thermodynamics,Before Mid-1,86.9,7.72,26.7,0,,,AB,1,Excellent
Electronics & Communication,7,Satellite Communication,Before Mid-1,81.4,5.94,24.6,0,,,BB,1,Very Good
Mechanical Engineering,3,Manufacturing Processes-1,After Mid-1,83.9,4.6,18.3,0,4.0,,CC,1,Average
Electronics & Communication,6,Antenna & Wave Propagation,After Mid-2,84.0,7.89,28.8,0,6.9,14.5,AB,1,Excellent
Civil Engineering,1,Physics,After Mid-2,83.9,6.0,19.9,2,2.6,7.5,DD,1,At Risk
Civil Engineering,1,Mathematics-1,After Mid-1,70.3,6.55,15.7,0,6.8,,BC,1,Good
Electrical Engineering,1,Mathematics-1,After Mid-2,73.9,6.62,18.1,2,4.8,10.4,CC,1,Average
Electrical Engineering,6,Power Electronics-1,After Mid-2,96.3,8.17,22.5,0,6.2,13.7,BB,1,Very Good
Information Technology,5,Python Programming,After Mid-1,84.8,6.67,16.8,0,6.9,,BB,1,Very Good
Electronics & Communication,4,Analog Communication,After Mid-2,78.2,6.52,20.7,0,4.8,11.0,BC,1,Good
Mechanical Engineering,7,Project-1,Before Mid-1,82.6,9.58,26.0,0,,,AA,1,Excellent
Information Technology,5,Software Engineering,After Mid-2,90.9,7.75,24.2,1,8.0,14.9,BB,1,Very Good
Mechanical Engineering,1,Mathematics-1,After Mid-1,90.4,7.53,24.7,1,6.7,,BB,1,Very Good
Computer Engineering,3,Digital Fundamentals,After Mid-1,92.8,8.92,28.4,0,7.3,,AA,1,Excellent
Electrical Engineering,8,Power Quality & Management,After Mid-2,82.5,7.16,16.0,0,6.0,11.1,BB,1,Very Good
Mechanical Engineering,3,Material Science & Metallurgy,Before Mid-1,80.5,7.57,22.6,0,,,BB,1,Very Good
Civil Engineering,1,Engineering Graphics & Design,After Mid-1,82.4,6.58,20.5,0,5.4,,BC,1,Good
Computer Engineering,1,Environmental Sciences,After Mid-1,92.9,7.83,24.4,0,9.9,,AA,1,Excellent
Computer Engineering,4,Discrete Mathematics,After Mid-2,65.2,4.0,10.3,4,2.7,3.9,FF,0,At Risk
Electronics & Communication,8,Radar & Navigational Aids,After Mid-2,74.7,5.86,19.9,1,4.9,10.9,CC,1,Average
Information Technology,4,Computer Networks,Before Mid-1,99.3,7.91,19.2,0,,,AB,1,Excellent
Civil Engineering,2,Programming for Problem Solving,After Mid-2,74.9,6.01,22.3,0,5.0,9.4,BC,1,Good
Information Technology,2,English,Before Mid-1,82.2,7.24,23.0,0,,,AB,1,Excellent
Information Technology,7,Mobile Application Development,Before Mid-1,82.5,7.0,24.5,0,,,BB,1,Very Good
Electronics & Communication,5,Integrated Circuits & Applications,After Mid-1,79.6,8.13,22.8,0,8.5,,AB,1,Excellent
Information Technology,8,Big Data Analytics,After Mid-2,93.8,7.83,16.6,0,8.4,14.7,BB,1,Very Good
Civil Engineering,8,Earthquake Engineering,After Mid-2,91.8,7.76,21.6,2,6.4,11.5,BC,1,Good
Computer Engineering,5,Professional Ethics & Human Values,After Mid-1,81.8,6.29,22.6,1,5.6,,BC,1,Good
Information Technology,8,Big Data Analytics,After Mid-2,85.0,6.41,18.8,0,6.4,12.5,BC,1,Good
Civil Engineering,7,Project-1,Before Mid-1,77.8,8.96,23.3,0,,,AB,1,Excellent
Civil Engineering,3,Surveying,After Mid-1,84.4,8.66,28.7,0,8.3,,AA,1,Excellent
Mechanical Engineering,6,Production Technology,Before Mid-1,78.2,7.8,28.2,0,,,AB,1,Excellent
Mechanical Engineering,3,Material Science & Metallurgy,After Mid-2,83.9,6.54,17.1,0,5.3,11.6,BC,1,Good
Information Technology,4,Computer Networks,After Mid-1,72.8,5.29,17.8,0,4.9,,CC,1,Average
Civil Engineering,3,Fluid Mechanics,After Mid-2,68.3,4.7,14.9,2,1.7,4.0,FF,0,At Risk
Mechanical Engineering,4,Manufacturing Processes-2,After Mid-2,88.7,9.58,27.4,0,8.6,15.7,AA,1,Excellent
Mechanical Engineering,5,Internal Combustion Engines,After Mid-1,100.0,9.7,21.3,0,9.6,,AA,1,Excellent
Computer Engineering,5,Cyber Security,After Mid-1,76.8,6.02,25.5,0,5.7,,BB,1,Very Good
Information Technology,1,Engineering Graphics & Design,Before Mid-1,81.1,7.53,25.3,4,,,CC,1,Average
Electrical Engineering,1,Environmental Sciences,After Mid-2,88.3,6.17,27.4,4,4.4,9.9,CC,1,Average
Information Technology,6,Web Technology,After Mid-1,78.9,5.33,19.6,0,6.3,,BC,1,Good
Computer Engineering,8,Internet of Things,After Mid-1,96.1,7.84,24.9,0,7.7,,AB,1,Excellent
Information Technology,8,Big Data Analytics,Before Mid-1,95.7,8.25,26.8,0,,,AB,1,Excellent
Computer Engineering,6,Data Analysis & Visualization,Before Mid-1,77.4,6.86,19.8,0,,,BC,1,Good
Information Technology,6,Cyber Security & Laws,After Mid-1,71.6,4.87,20.8,3,2.9,,FF,0,At Risk
Civil Engineering,7,Design of Reinforced Concrete Structures,After Mid-1,94.0,7.4,22.5,0,7.9,,AB,1,Excellent
Civil Engineering,7,Irrigation Engineering,After Mid-2,100.0,7.38,29.2,0,6.1,13.5,AB,1,Excellent
Computer Engineering,1,Environmental Sciences,After Mid-1,83.9,6.51,23.9,0,5.7,,BB,1,Very Good
Electrical Engineering,7,Electric Drives,After Mid-2,93.7,8.05,26.3,0,6.1,12.3,BB,1,Very Good
Information Technology,3,IT Infrastructure & Management,Before Mid-1,99.7,7.8,19.8,0,,,AB,1,Excellent
Computer Engineering,4,Object Oriented Programming - C++,After Mid-1,78.6,6.31,13.9,1,6.1,,CC,1,Average
Information Technology,5,Formal Languages & Automata Theory,After Mid-1,100.0,7.84,20.4,1,7.3,,BB,1,Very Good
Electronics & Communication,2,Mathematics-2,Before Mid-1,84.1,7.14,24.1,0,,,BB,1,Very Good
Electronics & Communication,6,Digital Signal Processing,After Mid-1,91.1,8.8,25.2,0,8.2,,AB,1,Excellent
Information Technology,7,Data Mining & Business Intelligence,Before Mid-1,79.0,8.77,21.8,0,,,AB,1,Excellent
Mechanical Engineering,1,Engineering Graphics & Design,After Mid-2,81.5,5.55,21.2,5,5.2,9.4,FF,0,At Risk
Computer Engineering,2,Mathematics-2,Before Mid-1,62.9,4.65,16.2,1,,,DD,1,At Risk
Computer Engineering,4,Computer Organization & Architecture,After Mid-1,69.8,5.64,17.5,5,1.8,,FF,0,At Risk
Mechanical Engineering,6,Production Technology,Before Mid-1,97.8,8.11,19.9,0,,,AB,1,Excellent
Information Technology,7,Information Retrieval,After Mid-1,87.4,8.26,22.1,0,8.1,,AB,1,Excellent
Electronics & Communication,6,Antenna & Wave Propagation,Before Mid-1,91.7,8.28,30.1,0,,,AB,1,Excellent
Electrical Engineering,8,Power Quality & Management,After Mid-2,80.5,7.35,21.7,0,7.2,14.2,BB,1,Very Good
Computer Engineering,1,Physics,After Mid-2,83.5,6.42,25.5,0,5.6,10.7,BC,1,Good
Computer Engineering,3,Probability & Statistics,Before Mid-1,90.7,6.67,16.4,1,,,BB,1,Very Good
Computer Engineering,8,Project-2,After Mid-2,79.4,6.79,14.2,0,8.4,15.5,BB,1,Very Good
Electronics & Communication,4,Control Systems,Before Mid-1,86.6,7.62,25.7,1,,,BB,1,Very Good
Mechanical Engineering,3,Material Science & Metallurgy,Before Mid-1,73.0,7.45,30.0,0,,,AB,1,Excellent
Electrical Engineering,4,Electromagnetic Field Theory,Before Mid-1,84.5,6.75,25.8,0,,,BB,1,Very Good
Computer Engineering,5,Software Engineering,After Mid-1,91.8,8.31,32.4,0,7.1,,AB,1,Excellent
Electronics & Communication,4,Microprocessor & Interfacing,After Mid-1,74.4,5.78,21.0,1,4.4,,CC,1,Average
Computer Engineering,4,Operating System,Before Mid-1,91.8,8.7,24.8,0,,,AB,1,Excellent
Civil Engineering,1,Physics,After Mid-2,76.0,6.05,18.7,0,4.0,6.7,CC,1,Average
Civil Engineering,8,Earthquake Engineering,After Mid-2,94.0,8.67,31.9,0,6.6,15.5,AB,1,Excellent
Mechanical Engineering,4,Applied Thermodynamics,After Mid-2,84.4,5.58,22.6,0,4.1,7.7,CC,1,Average
Electrical Engineering,3,Electrical Circuit Analysis,After Mid-2,65.1,5.11,17.1,0,4.1,8.2,CC,1,Average
Computer Engineering,6,Advanced Java Programming,Before Mid-1,90.5,7.87,21.2,0,,,AB,1,Excellent
Electronics & Communication,8,Wireless Communication,After Mid-1,86.2,5.84,22.6,1,3.9,,CD,1,Average
Civil Engineering,6,Foundation Engineering,After Mid-2,75.1,7.18,20.7,0,7.6,14.2,BB,1,Very Good
Computer Engineering,1,Environmental Sciences,After Mid-2,66.5,6.5,19.3,1,6.7,11.7,BC,1,Good
Civil Engineering,1,Basic Civil Engineering,Before Mid-1,82.1,6.51,17.4,0,,,BB,1,Very Good
Mechanical Engineering,2,Environmental Sciences,Before Mid-1,90.4,7.52,27.9,0,,,AA,1,Excellent
Computer Engineering,5,Cyber Security,After Mid-1,69.7,8.12,27.3,0,6.7,,AB,1,Excellent
Mechanical Engineering,3,Kinematics of Machines,After Mid-2,79.7,8.15,23.1,0,8.0,14.9,AB,1,Excellent
Electrical Engineering,3,Electrical Circuit Analysis,Before Mid-1,100.0,7.88,16.4,0,,,BB,1,Very Good
Computer Engineering,3,Digital Fundamentals,After Mid-1,77.4,6.02,21.7,0,6.3,,BC,1,Good
Civil Engineering,4,Transportation Engineering,After Mid-1,82.5,5.6,9.7,0,5.3,,BC,1,Good
Computer Engineering,2,Programming for Problem Solving,After Mid-2,78.1,9.37,20.6,0,9.1,14.1,AB,1,Excellent
Information Technology,1,Engineering Graphics & Design,After Mid-1,100.0,10.0,27.0,0,9.3,,AA,1,Excellent
Civil Engineering,3,Mechanics of Solids,After Mid-1,78.2,7.61,25.0,2,6.5,,BC,1,Good
Mechanical Engineering,1,Basic Mechanical Engineering,After Mid-1,80.8,6.14,16.1,1,4.6,,CC,1,Average
Computer Engineering,8,Big Data Analytics,Before Mid-1,92.0,8.2,29.3,0,,,AA,1,Excellent
Information Technology,6,Cyber Security & Laws,Before Mid-1,79.8,8.11,23.2,0,,,AB,1,Excellent
Civil Engineering,4,Advanced Surveying,Before Mid-1,71.3,4.76,19.2,0,,,CC,1,Average
Civil Engineering,3,Fluid Mechanics,After Mid-2,89.7,6.87,23.8,0,6.3,12.2,BB,1,Very Good
Civil Engineering,4,Transportation Engineering,Before Mid-1,81.1,6.32,24.1,0,,,BB,1,Very Good
